wellenlaenge arbitrary
950.580 528.742
950.624 665.746
950.668 591.750
950.712 518.754
950.756 513.758
950.800 447.762
950.845 382.766
950.889 490.770
950.933 459.774
950.976 368.778
951.020 479.782
951.064 412.786
951.108 426.789
951.152 453.793
951.196 425.797
951.240 533.801
951.284 497.805
951.327 411.809
951.371 425.813
951.415 630.817
951.459 573.821
951.502 479.825
951.546 578.829
951.590 616.833
951.633 569.837
951.677 520.840
951.721 449.844
951.764 387.848
951.808 511.852
951.851 525.856
951.895 456.860
951.938 507.864
951.982 481.868
952.025 476.872
952.068 419.875
952.112 468.879
952.155 601.883
952.198 545.887
952.242 528.891
952.285 451.895
952.328 523.899
952.372 651.903
952.415 540.906
952.458 509.910
952.501 463.914
952.544 422.918
952.587 526.922
952.631 516.926
952.674 440.929
952.717 485.933
952.760 553.937
952.803 469.941
952.846 492.945
952.889 569.949
952.932 477.952
952.975 490.956
953.018 400.960
953.060 496.964
953.103 456.968
953.146 447.971
953.189 420.975
953.232 438.979
953.274 441.983
953.317 447.987
953.360 614.990
953.403 498.994
953.445 433.998
953.488 506.002
953.531 486.005
953.573 481.009
953.616 442.013
953.658 398.017
953.701 492.020
953.743 518.024
953.786 503.028
953.828 513.032
953.871 485.035
953.913 889.039
953.956 748.043
953.998 507.047
954.040 565.050
954.083 488.054
954.125 586.058
954.167 603.062
954.210 465.065
954.252 394.069
954.294 448.073
954.336 606.077
954.378 563.080
954.421 467.084
954.463 535.088
954.505 533.091
954.547 475.095
954.589 514.099
954.631 480.102
954.673 629.106
954.715 606.110
954.757 467.113
954.799 432.117
954.841 441.121
954.883 575.125
954.925 553.128
954.967 448.132
955.008 523.136
955.050 544.139
955.092 556.143
955.134 550.147
955.175 459.150
955.217 444.154
955.259 451.157
955.301 411.161
955.342 435.165
955.384 400.168
955.425 437.172
955.467 429.176
955.509 371.179
955.550 572.183
955.592 567.187
955.633 491.190
955.675 416.194
955.716 514.197
955.757 526.201
955.799 576.205
955.840 595.208
955.882 651.212
955.923 598.215
955.964 422.219
956.006 403.223
956.047 397.226
956.088 508.230
956.129 510.233
956.170 532.237
956.212 493.241
956.253 440.244
956.294 575.248
956.335 596.251
956.376 616.255
956.417 479.259
956.458 396.262
956.499 398.266
956.540 397.269
956.581 456.273
956.622 495.276
956.663 548.280
956.704 579.283
956.745 565.287
956.786 544.291
956.827 580.294
956.867 523.298
956.908 527.301
956.949 549.305
956.990 446.308
957.030 423.312
957.071 440.315
957.112 484.319
957.152 509.322
957.193 510.326
957.234 514.329
957.274 488.333
957.315 469.336
957.355 492.340
957.396 556.343
957.436 484.347
957.477 440.350
957.517 582.354
957.558 513.357
957.598 472.361
957.638 471.364
957.679 413.368
957.719 440.371
957.759 393.375
957.800 470.378
957.840 556.382
957.880 529.385
957.920 673.389
957.961 587.392
958.001 492.396
958.041 445.399
958.081 440.402
958.121 433.406
958.161 511.409
958.201 594.413
958.241 600.416
958.281 430.420
958.321 434.423
958.361 518.427
958.401 499.430
958.441 416.433
958.481 399.437
958.521 482.440
958.561 547.444
958.601 478.447
958.641 412.451
958.680 472.454
958.720 433.457
958.760 343.461
958.800 398.464
958.839 484.468
958.879 516.471
958.919 196.474
