wellenlaenge,arbitraer
0.0000000262,1.76531
0.0000000264,1.60211
0.0000000266,1.3757
0.0000000268,1.10961
0.000000027,0.906875
0.0000000272,0.765938
0.0000000274,0.6
0.0000000276,0.500469
0.0000000278,0.40625
0.000000028,0.323438
0.0000000282,0.252656
0.0000000284,0.189453
0.0000000286,0.138516
0.0000000288,0.129531
0.000000029,0.1
0.0000000292,0.0694531
0.0000000294,0.0888281
0.0000000296,0.0804688
0.0000000298,0.0896875
0.00000003,0.0739063
0.0000000302,0.0597656
0.0000000304,0.0604688
0.0000000306,0.0619531
0.0000000308,0.100625
0.000000031,0.0485156
0.0000000312,0.0596875
0.0000000314,0.0177344
0.0000000316,-0.0302344
0.0000000318,-0.00953125
0.000000032,-0.0410937
0.0000000322,-0.0502344
0.0000000324,-0.0707812
0.0000000326,-0.094375
0.0000000328,-0.120937
0.000000033,-0.131016
0.0000000332,-0.117187
0.0000000334,-0.0753906
0.0000000336,-0.0692187
0.0000000338,-0.0294531
0.000000034,0.0235156
0.0000000342,0.0464063
0.0000000344,0.113047
0.0000000346,0.159609
0.0000000348,0.129922
0.000000035,0.155469
0.0000000352,0.16
0.0000000354,0.149688
0.0000000356,0.149844
0.0000000358,0.1525
0.000000036,0.158672
0.0000000362,0.118047
0.0000000364,0.129688
0.0000000366,0.110391
0.0000000368,0.19
0.000000037,0.339688
0.0000000372,0.601719
0.0000000374,0.942969
0.0000000376,1.24227
0.0000000378,1.49938
0.000000038,1.69594
0.0000000382,1.79773
0.0000000384,1.85016
0.0000000386,1.7582
0.0000000388,1.58328
0.000000039,1.40086
0.0000000392,1.16203
0.0000000394,0.932578
0.0000000396,0.75
0.0000000398,0.610781
0.00000004,0.504766
0.0000000402,0.423281
0.0000000404,0.313281
0.0000000406,0.255781
0.0000000408,0.183359
0.000000041,0.14
0.0000000412,0.0919531
0.0000000414,0.0907813
0.0000000416,0.0610156
0.0000000418,0.0696094
0.000000042,0.0679688
0.0000000422,0.09
0.0000000424,0.0539844
0.0000000426,0.0670313
0.0000000428,0.0720313
0.000000043,0.118594
0.0000000432,0.0722656
0.0000000434,0.0604688
0.0000000436,0.0333594
0.0000000438,0.0414063
0.000000044,-0.00335937
0.0000000442,-0.0015625
0.0000000444,-0.0230469
0.0000000446,-0.0492969
0.0000000448,-0.0634375
0.000000045,-0.109219
0.0000000452,-0.0914062
0.0000000454,-0.108594
0.0000000456,-0.112187
0.0000000458,-0.0905469
0.000000046,-0.0732812
0.0000000462,-0.0214062
0.0000000464,-0.0053125
0.0000000466,0.0574219
0.0000000468,0.109297
0.000000047,0.119297
0.0000000472,0.139453
0.0000000474,0.130234
0.0000000476,0.157422
0.0000000478,0.200391
0.000000048,0.131094
0.0000000482,0.150156
0.0000000484,0.102344
0.0000000486,0.100078
0.0000000488,0.100078
0.000000049,0.120469
0.0000000492,0.180703
0.0000000494,0.306797
0.0000000496,0.553828
0.0000000498,0.8725
0.00000005,1.20344
0.0000000502,1.44633
0.0000000504,1.64672
0.0000000506,1.78883
0.0000000508,1.84914
0.000000051,1.80703
0.0000000512,1.67453
0.0000000514,1.45781
0.0000000516,1.23
0.0000000518,1.00367
0.000000052,0.81
0.0000000522,0.633438
0.0000000524,0.526641
0.0000000526,0.43
0.0000000528,0.335313
0.000000053,0.256797
0.0000000532,0.197734
0.0000000534,0.151563
0.0000000536,0.130156
0.0000000538,0.0998438
0.000000054,0.0697656
0.0000000542,0.0600781
0.0000000544,0.0599219
0.0000000546,0.0502344
0.0000000548,0.0516406
0.000000055,0.0900781
0.0000000552,0.08
0.0000000554,0.0597656
0.0000000556,0.0699219
0.0000000558,0.0598438
0.000000056,0.0407813
0.0000000562,0.0223438
0.0000000564,0.00789063
0.0000000566,0.0322656
0.0000000568,-0.035
0.000000057,-0.05
0.0000000572,-0.0483594
0.0000000574,-0.0882031
0.0000000576,-0.109062
0.0000000578,-0.120078
0.000000058,-0.109609
0.0000000582,-0.119844
0.0000000584,-0.0739062
0.0000000586,-0.0414844
0.0000000588,0.00875
0.000000059,0.044375
0.0000000592,0.0996875
0.0000000594,0.111172
0.0000000596,0.159844
0.0000000598,0.149219
0.00000006,0.138906
0.0000000602,0.159375
0.0000000604,0.119922
0.0000000606,0.140859
0.0000000608,0.120547
0.000000061,0.100156
0.0000000612,0.119844
0.0000000614,0.130703
0.0000000616,0.142891
0.0000000618,0.266328
0.000000062,0.516875
0.0000000622,0.81125
0.0000000624,1.10188
0.0000000626,1.38227
0.0000000628,1.6107
0.000000063,1.77859
0.0000000632,1.83305
0.0000000634,1.81273
0.0000000636,1.69469
0.0000000638,1.49336
0.000000064,1.26125
0.0000000642,1.01961
0.0000000644,0.815859
0.0000000646,0.681953
0.0000000648,0.545078
0.000000065,0.443125
0.0000000652,0.366094
0.0000000654,0.274453
0.0000000656,0.23
0.0000000658,0.156953
0.000000066,0.129922
0.0000000662,0.128672
0.0000000664,0.0899219
0.0000000666,0.0785156
0.0000000668,0.05
0.000000067,0.08
0.0000000672,0.0997656
0.0000000674,0.109844
0.0000000676,0.0905469
0.0000000678,0.0897656
0.000000068,0.0899219
0.0000000682,0.0579688
0.0000000684,0.0196875
0.0000000686,0.04
0.0000000688,0.0333594
0.000000069,-0.00570312
0.0000000692,-0.0199219
0.0000000694,-0.0273437
0.0000000696,-0.0664844
0.0000000698,-0.0771094
0.00000007,-0.108828
0.0000000702,-0.0982031
0.0000000704,-0.0798437
0.0000000706,-0.100937
0.0000000708,-0.100078
0.000000071,-0.0588281
0.0000000712,-0.0203125
0.0000000714,0.0442188
0.0000000716,0.081875
0.0000000718,0.132266
0.000000072,0.140313
0.0000000722,0.166406
0.0000000724,0.178672
0.0000000726,0.135469
0.0000000728,0.1525
0.000000073,0.167188
0.0000000732,0.139063
0.0000000734,0.151719
0.0000000736,0.126406
0.0000000738,0.104219
0.000000074,0.172188
0.0000000742,0.251797
0.0000000744,0.490313
0.0000000746,0.792578
0.0000000748,1.07234
0.000000075,1.375
0.0000000752,1.61211
0.0000000754,1.76797
0.0000000756,1.85195
0.0000000758,1.83313
0.000000076,1.71328
0.0000000762,1.49797
0.0000000764,1.31
0.0000000766,1.03539
0.0000000768,0.869453
0.000000077,0.682969
0.0000000772,0.549063
0.0000000774,0.456328
0.0000000776,0.377031
0.0000000778,0.301016
0.000000078,0.21125
0.0000000782,0.186953
0.0000000784,0.1075
0.0000000786,0.0790625
0.0000000788,0.0697656
0.000000079,0.08
0.0000000792,0.0799219
0.0000000794,0.100781
0.0000000796,0.0909375
0.0000000798,0.0683594
0.00000008,0.0596094
0.0000000802,0.0808594
0.0000000804,0.0803906
0.0000000806,0.07
0.0000000808,0.0492969
0.000000081,0.0607031
0.0000000812,0.0308594
0.0000000814,0.0405469
0.0000000816,-0.0113281
0.0000000818,-0.0404687
0.000000082,-0.0366406
0.0000000822,-0.0648437
0.0000000824,-0.0878906
0.0000000826,-0.0980469
0.0000000828,-0.111016
0.000000083,-0.0949219
0.0000000832,-0.0749219
0.0000000834,-0.0455469
0.0000000836,-0.00882812
0.0000000838,0.0433594
0.000000084,0.0935938
0.0000000842,0.119844
0.0000000844,0.116953
0.0000000846,0.149063
0.0000000848,0.140547
0.000000085,0.15
0.0000000852,0.131016
0.0000000854,0.130625
0.0000000856,0.100313
0.0000000858,0.128594
0.000000086,0.131406
0.0000000862,0.119844
0.0000000864,0.109531
0.0000000866,0.233359
0.0000000868,0.466172
0.000000087,0.718125
0.0000000872,1.04641
0.0000000874,1.33813
0.0000000876,1.55133
0.0000000878,1.73906
0.000000088,1.82891
0.0000000882,1.80953
0.0000000884,1.72891
0.0000000886,1.53602
0.0000000888,1.2982
0.000000089,1.07195
0.0000000892,0.861016
0.0000000894,0.708906
0.0000000896,0.583672
0.0000000898,0.463203
0.00000009,0.387109
0.0000000902,0.293281
0.0000000904,0.205938
0.0000000906,0.168828
0.0000000908,0.138438
0.000000091,0.0997656
0.0000000912,0.08
0.0000000914,0.0492969
0.0000000916,0.05
0.0000000918,0.0803125
0.000000092,0.0699219
0.0000000922,0.07
0.0000000924,0.050625
0.0000000926,0.0903125
0.0000000928,0.0697656
0.000000093,0.0809375
0.0000000932,0.0301563
0.0000000934,0.0302344
0.0000000936,0.03
0.0000000938,0.0202344
0.000000094,-0.000546875
0.0000000942,-0.0496875
0.0000000944,-0.04875
0.0000000946,-0.0401562
0.0000000948,-0.09
0.000000095,-0.110469
0.0000000952,-0.110937
0.0000000954,-0.1
0.0000000956,-0.101562
0.0000000958,-0.0275
0.000000096,0.0285156
0.0000000962,0.0385156
0.0000000964,0.0755469
0.0000000966,0.12
0.0000000968,0.147422
0.000000097,0.189141
0.0000000972,0.172109
0.0000000974,0.140313
0.0000000976,0.130469
0.0000000978,0.130078
0.000000098,0.150078
0.0000000982,0.130547
0.0000000984,0.129453
0.0000000986,0.126953
0.0000000988,0.129531
0.000000099,0.225313
0.0000000992,0.368125
0.0000000994,0.701875
0.0000000996,0.984375
0.0000000998,1.30219
0.0000001,1.53
0.0000001002,1.71984
0.0000001004,1.82969
0.0000001006,1.84867
0.0000001008,1.76109
0.000000101,1.565
0.0000001012,1.38039
0.0000001014,1.08922
0.0000001016,0.915781
0.0000001018,0.735625
0.000000102,0.574453
0.0000001022,0.469922
0.0000001024,0.362188
0.0000001026,0.316719
0.0000001028,0.23375
0.000000103,0.175313
0.0000001032,0.138594
0.0000001034,0.096875
0.0000001036,0.0692188
0.0000001038,0.0594531
0.000000104,0.0609375
0.0000001042,0.0703906
0.0000001044,0.07
0.0000001046,0.0696875
0.0000001048,0.0596875
0.000000105,0.060625
0.0000001052,0.0699219
0.0000001054,0.0596875
0.0000001056,0.0489063
0.0000001058,0.0196094
0.000000106,0.0300781
0.0000001062,0.00882813
0.0000001064,0.0104688
0.0000001066,-0.03
0.0000001068,-0.0698437
0.000000107,-0.0699219
0.0000001072,-0.0689844
0.0000001074,-0.0996094
0.0000001076,-0.100234
0.0000001078,-0.119609
0.000000108,-0.0785156
0.0000001082,-0.05
0.0000001084,-0.0221875
0.0000001086,0.00421875
0.0000001088,0.0453906
0.000000109,0.0667188
0.0000001092,0.122344
0.0000001094,0.14875
0.0000001096,0.159297
0.0000001098,0.159219
0.00000011,0.140313
0.0000001102,0.150938
0.0000001104,0.160078
0.0000001106,0.128984
0.0000001108,0.119688
0.000000111,0.139063
0.0000001112,0.120547
0.0000001114,0.167813
0.0000001116,0.367891
0.0000001118,0.638047
0.000000112,0.953516
0.0000001122,1.24305
0.0000001124,1.51656
0.0000001126,1.68875
0.0000001128,1.82953
0.000000113,1.84758
0.0000001132,1.75469
0.0000001134,1.5625
0.0000001136,1.37125
0.0000001138,1.11047
0.000000114,0.942813
0.0000001142,0.739219
0.0000001144,0.628984
0.0000001146,0.498359
0.0000001148,0.384297
0.000000115,0.313984
0.0000001152,0.277422
0.0000001154,0.211563
0.0000001156,0.147813
0.0000001158,0.106328
0.000000116,0.09
0.0000001162,0.100625
0.0000001164,0.0796094
0.0000001166,0.0479688
0.0000001168,0.0500781
0.000000117,0.0703125
0.0000001172,0.0697656
0.0000001174,0.0703906
0.0000001176,0.0701563
0.0000001178,0.0589844
0.000000118,0.0389844
0.0000001182,0.0203906
0.0000001184,0.0396875
0.0000001186,0.0167969
0.0000001188,-0.0101562
0.000000119,-0.0110156
0.0000001192,-0.0478125
0.0000001194,-0.09375
0.0000001196,-0.120859
0.0000001198,-0.0800781
0.00000012,-0.128125
0.0000001202,-0.1
0.0000001204,-0.0821875
0.0000001206,-0.0428125
0.0000001208,-0.00203125
0.000000121,0.0182031
0.0000001212,0.0630469
0.0000001214,0.107656
0.0000001216,0.155938
0.0000001218,0.151797
0.000000122,0.156406
0.0000001222,0.161641
0.0000001224,0.148359
0.0000001226,0.161406
0.0000001228,0.133984
0.000000123,0.145234
0.0000001232,0.148047
0.0000001234,0.105391
0.0000001236,0.102422
0.0000001238,0.180703
0.000000124,0.321563
0.0000001242,0.630156
0.0000001244,0.931016
0.0000001246,1.22023
0.0000001248,1.49758
0.000000125,1.68453
0.0000001252,1.80625
0.0000001254,1.83148
0.0000001256,1.76484
0.0000001258,1.6368
0.000000126,1.40539
0.0000001262,1.16727
0.0000001264,0.962891
0.0000001266,0.766719
0.0000001268,0.636016
0.000000127,0.490703
0.0000001272,0.423516
0.0000001274,0.318672
0.0000001276,0.223516
0.0000001278,0.189844
0.000000128,0.149609
0.0000001282,0.0995313
0.0000001284,0.0999219
0.0000001286,0.0795313
0.0000001288,0.079375
0.000000129,0.06
0.0000001292,0.0805469
0.0000001294,0.0795313
0.0000001296,0.08
0.0000001298,0.0803906
0.00000013,0.0788281
0.0000001302,0.0597656
0.0000001304,0.0594531
0.0000001306,0.0297656
0.0000001308,0.03
0.000000131,0.0290625
0.0000001312,-0.02
0.0000001314,0.00164063
0.0000001316,0.00882813
0.0000001318,-0.06
0.000000132,-0.08
0.0000001322,-0.0813281
0.0000001324,-0.120234
0.0000001326,-0.0998437
0.0000001328,-0.120156
0.000000133,-0.0696875
0.0000001332,-0.0196094
0.0000001334,0.0189844
0.0000001336,0.0503906
0.0000001338,0.0997656
0.000000134,0.122734
0.0000001342,0.170078
0.0000001344,0.15
0.0000001346,0.160859
0.0000001348,0.159922
0.000000135,0.159844
0.0000001352,0.130391
0.0000001354,0.14
0.0000001356,0.122109
0.0000001358,0.118438
0.000000136,0.119297
0.0000001362,0.14
0.0000001364,0.306953
0.0000001366,0.555313
0.0000001368,0.868359
0.000000137,1.18641
0.0000001372,1.44242
0.0000001374,1.67141
0.0000001376,1.81555
0.0000001378,1.83008
0.000000138,1.79281
0.0000001382,1.6332
0.0000001384,1.43297
0.0000001386,1.18859
0.0000001388,0.981484
0.000000139,0.803359
0.0000001392,0.656953
0.0000001394,0.534063
0.0000001396,0.399844
0.0000001398,0.325781
0.00000014,0.261328
0.0000001402,0.217813
0.0000001404,0.160391
0.0000001406,0.109141
0.0000001408,0.0995313
0.000000141,0.0889844
0.0000001412,0.0902344
0.0000001414,0.088125
0.0000001416,0.0601563
0.0000001418,0.090625
0.000000142,0.068125
0.0000001422,0.0707031
0.0000001424,0.0699219
0.0000001426,0.0557813
0.0000001428,0.0301563
0.000000143,0.0604688
0.0000001432,0.0391406
0.0000001434,0.0289844
0.0000001436,0.00789063
0.0000001438,-0.0232812
0.000000144,-0.0492969
0.0000001442,-0.0324219
0.0000001444,-0.101328
0.0000001446,-0.0886719
0.0000001448,-0.09
0.000000145,-0.0903906
0.0000001452,-0.0994531
0.0000001454,-0.0683594
0.0000001456,-0.0501562
0.0000001458,-0.00578125
0.000000146,0.0483594
0.0000001462,0.09
0.0000001464,0.119688
0.0000001466,0.139844
0.0000001468,0.119297
0.000000147,0.168281
0.0000001472,0.179688
0.0000001474,0.148672
0.0000001476,0.129922
0.0000001478,0.13
0.000000148,0.121719
0.0000001482,0.117734
0.0000001484,0.137109
0.0000001486,0.154844
0.0000001488,0.287813
0.000000149,0.536953
0.0000001492,0.863438
0.0000001494,1.16055
0.0000001496,1.46008
0.0000001498,1.65727
0.00000015,1.78977
0.0000001502,1.84016
0.0000001504,1.79039
0.0000001506,1.65406
0.0000001508,1.43133
0.000000151,1.2118
0.0000001512,0.962734
0.0000001514,0.808438
0.0000001516,0.652422
0.0000001518,0.513438
0.000000152,0.423672
0.0000001522,0.346797
0.0000001524,0.273828
0.0000001526,0.206406
0.0000001528,0.134531
0.000000153,0.106875
0.0000001532,0.0997656
0.0000001534,0.099375
0.0000001536,0.0896094
0.0000001538,0.0773438
0.000000154,0.07
0.0000001542,0.0803906
0.0000001544,0.0686719
0.0000001546,0.0627344
0.0000001548,0.0903125
0.000000155,0.0789063
0.0000001552,0.0688281
0.0000001554,0.0264063
0.0000001556,0.03
0.0000001558,0.0260938
0.000000156,0.000390625
0.0000001562,0.0278125
0.0000001564,-0.0503906
0.0000001566,-0.0708594
0.0000001568,-0.100078
0.000000157,-0.0801562
0.0000001572,-0.109844
0.0000001574,-0.100469
0.0000001576,-0.119766
0.0000001578,-0.0741406
0.000000158,-0.0219531
0.0000001582,0.0129688
0.0000001584,0.05
0.0000001586,0.0825
0.0000001588,0.118594
0.000000159,0.13
0.0000001592,0.139219
0.0000001594,0.160625
0.0000001596,0.159766
0.0000001598,0.16
0.00000016,0.130938
0.0000001602,0.139922
0.0000001604,0.129063
0.0000001606,0.149844
0.0000001608,0.121484
0.000000161,0.174375
0.0000001612,0.290859
0.0000001614,0.517891
0.0000001616,0.831719
0.0000001618,1.15922
0.000000162,1.44344
0.0000001622,1.64438
0.0000001624,1.76234
0.0000001626,1.81781
0.0000001628,1.78719
0.000000163,1.66063
0.0000001632,1.4393
0.0000001634,1.20727
0.0000001636,0.955703
0.0000001638,0.767578
0.000000164,0.63875
0.0000001642,0.557422
0.0000001644,0.438594
0.0000001646,0.373203
0.0000001648,0.256484
0.000000165,0.21125
0.0000001652,0.165078
0.0000001654,0.141484
0.0000001656,0.0813281
0.0000001658,0.0598438
0.000000166,0.0710938
0.0000001662,0.0496094
0.0000001664,0.0891406
0.0000001666,0.0703125
0.0000001668,0.069375
0.000000167,0.0810156
0.0000001672,0.0511719
0.0000001674,0.0604688
0.0000001676,0.0799219
0.0000001678,0.0496875
0.000000168,0.0397656
0.0000001682,-0.0110937
0.0000001684,-0.00945312
0.0000001686,-0.0100781
0.0000001688,-0.0210156
0.000000169,-0.0529687
0.0000001692,-0.0808594
0.0000001694,-0.101406
0.0000001696,-0.109375
0.0000001698,-0.0895312
0.00000017,-0.0798437
0.0000001702,-0.0801562
0.0000001704,-0.07
0.0000001706,-0.0185937
0.0000001708,0.03
0.000000171,0.0921094
0.0000001712,0.120781
0.0000001714,0.14
0.0000001716,0.151016
0.0000001718,0.169688
0.000000172,0.139688
0.0000001722,0.159141
0.0000001724,0.16
0.0000001726,0.149766
0.0000001728,0.119922
0.000000173,0.129688
0.0000001732,0.109453
0.0000001734,0.129688
0.0000001736,0.26125
0.0000001738,0.472188
0.000000174,0.82
0.0000001742,1.09977
0.0000001744,1.33789
0.0000001746,1.61031
0.0000001748,1.72578
0.000000175,1.81633
0.0000001752,1.80523
0.0000001754,1.71656
0.0000001756,1.48234
0.0000001758,1.23
0.000000176,1.03188
0.0000001762,0.849297
0.0000001764,0.660547
0.0000001766,0.551016
0.0000001768,0.43875
0.000000177,0.339375
0.0000001772,0.273203
0.0000001774,0.231797
0.0000001776,0.181719
0.0000001778,0.125313
0.000000178,0.0805469
0.0000001782,0.0610156
0.0000001784,0.0899219
0.0000001786,0.0692969
0.0000001788,0.0692188
0.000000179,0.0798438
0.0000001792,0.07
0.0000001794,0.0801563
0.0000001796,0.0702344
0.0000001798,0.0703906
0.00000018,0.0700781
0.0000001802,0.0496094
0.0000001804,0.0498438
0.0000001806,0.0267188
0.0000001808,-0.0100781
0.000000181,0.00992188
0.0000001812,-0.0003125
0.0000001814,-0.00328125
0.0000001816,-0.0755469
0.0000001818,-0.100937
0.000000182,-0.110078
0.0000001822,-0.0989844
0.0000001824,-0.0999219
0.0000001826,-0.0880469
0.0000001828,-0.0591406
0.000000183,-0.0255469
0.0000001832,0.0464063
0.0000001834,0.0796875
0.0000001836,0.08125
0.0000001838,0.133359
0.000000184,0.150547
0.0000001842,0.171641
0.0000001844,0.18
0.0000001846,0.158438
0.0000001848,0.130078
0.000000185,0.150703
0.0000001852,0.139844
0.0000001854,0.130625
0.0000001856,0.129531
0.0000001858,0.13
0.000000186,0.238516
0.0000001862,0.479688
0.0000001864,0.756719
0.0000001866,1.07773
0.0000001868,1.36219
0.000000187,1.61992
0.0000001872,1.77305
0.0000001874,1.83
0.0000001876,1.79734
0.0000001878,1.68219
0.000000188,1.50898
0.0000001882,1.26914
0.0000001884,1.07078
0.0000001886,0.850859
0.0000001888,0.667578
0.000000189,0.562734
0.0000001892,0.463438
0.0000001894,0.385547
0.0000001896,0.280156
0.0000001898,0.218047
0.00000019,0.17
0.0000001902,0.137266
0.0000001904,0.09875
0.0000001906,0.0916406
0.0000001908,0.0995313
0.000000191,0.0769531
0.0000001912,0.080625
0.0000001914,0.076875
0.0000001916,0.0486719
0.0000001918,0.0533594
0.000000192,0.0709375
0.0000001922,0.0672656
0.0000001924,0.04875
0.0000001926,0.0375
0.0000001928,0.0300781
0.000000193,0.0423438
0.0000001932,0.02875
0.0000001934,-0.0182031
0.0000001936,-0.0502344
0.0000001938,-0.0592969
0.000000194,-0.0622656
0.0000001942,-0.115469
0.0000001944,-0.0980469
0.0000001946,-0.0710156
0.0000001948,-0.100469
0.000000195,-0.0875781
0.0000001952,-0.06
0.0000001954,-0.00601562
0.0000001956,0.0202344
0.0000001958,0.0739844
0.000000196,0.0901563
0.0000001962,0.121563
0.0000001964,0.150469
0.0000001966,0.149688
0.0000001968,0.159531
0.000000197,0.170703
0.0000001972,0.158672
0.0000001974,0.119531
0.0000001976,0.140234
0.0000001978,0.108672
0.000000198,0.120078
0.0000001982,0.140781
0.0000001984,0.221406
0.0000001986,0.460234
0.0000001988,0.728047
0.000000199,1.06984
0.0000001992,1.30289
0.0000001994,1.61
0.0000001996,1.74078
0.0000001998,1.81859
0.0000002,1.78719
0.0000002002,1.70641
0.0000002004,1.53164
0.0000002006,1.30086
0.0000002008,1.09133
0.000000201,0.858281
0.0000002012,0.708984
0.0000002014,0.567734
0.0000002016,0.454141
0.0000002018,0.353359
0.000000202,0.300313
0.0000002022,0.240078
0.0000002024,0.193516
0.0000002026,0.166406
0.0000002028,0.096875
0.000000203,0.0891406
0.0000002032,0.0742969
0.0000002034,0.0594531
0.0000002036,0.0771094
0.0000002038,0.0991406
0.000000204,0.109375
0.0000002042,0.110313
0.0000002044,0.0916406
0.0000002046,0.0711719
0.0000002048,0.0414063
0.000000205,0.0404688
0.0000002052,0.02
0.0000002054,0.049375
0.0000002056,0.0424219
0.0000002058,-0.00820312
0.000000206,-0.03
0.0000002062,-0.0299219
0.0000002064,-0.0680469
0.0000002066,-0.110469
0.0000002068,-0.0805469
0.000000207,-0.100312
0.0000002072,-0.0899219
0.0000002074,-0.08
0.0000002076,-0.0597656
0.0000002078,-0.0084375
0.000000208,0.0323438
0.0000002082,0.0903125
0.0000002084,0.109922
0.0000002086,0.102188
0.0000002088,0.150781
0.000000209,0.151406
0.0000002092,0.190938
0.0000002094,0.15875
0.0000002096,0.140391
0.0000002098,0.149844
0.00000021,0.11
0.0000002102,0.110391
0.0000002104,0.12
0.0000002106,0.140781
0.0000002108,0.173672
0.000000211,0.38
0.0000002112,0.695469
0.0000002114,0.99375
0.0000002116,1.30047
0.0000002118,1.52922
0.000000212,1.73883
0.0000002122,1.82984
0.0000002124,1.82961
0.0000002126,1.7532
0.0000002128,1.58781
0.000000213,1.32242
0.0000002132,1.08602
0.0000002134,0.908516
0.0000002136,0.73
0.0000002138,0.579297
0.000000214,0.486797
0.0000002142,0.419844
0.0000002144,0.343359
0.0000002146,0.276875
0.0000002148,0.194141
0.000000215,0.155938
0.0000002152,0.0732031
0.0000002154,0.09
0.0000002156,0.0808594
0.0000002158,0.080625
0.000000216,0.0596875
0.0000002162,0.0895313
0.0000002164,0.0819531
0.0000002166,0.0599219
0.0000002168,0.0589844
0.000000217,0.0605469
0.0000002172,0.0496875
0.0000002174,0.07
0.0000002176,0.030625
0.0000002178,0.00976563
0.000000218,0.01
0.0000002182,0.0090625
0.0000002184,-0.0196094
0.0000002186,-0.0213281
0.0000002188,-0.0802344
0.000000219,-0.0902344
0.0000002192,-0.1
0.0000002194,-0.1
0.0000002196,-0.100078
0.0000002198,-0.0788281
0.00000022,-0.0286719
0.0000002202,-0.00757812
0.0000002204,0.0309375
0.0000002206,0.0628125
0.0000002208,0.111719
0.000000221,0.141016
0.0000002212,0.140313
0.0000002214,0.151016
0.0000002216,0.160391
0.0000002218,0.159063
0.000000222,0.149844
0.0000002222,0.150078
0.0000002224,0.149844
0.0000002226,0.139063
0.0000002228,0.1175
0.000000223,0.124375
0.0000002232,0.204375
0.0000002234,0.368047
0.0000002236,0.662109
0.0000002238,0.963516
0.000000224,1.24969
0.0000002242,1.50086
0.0000002244,1.68656
0.0000002246,1.80406
0.0000002248,1.83008
0.000000225,1.75039
0.0000002252,1.58656
0.0000002254,1.37
0.0000002256,1.16195
0.0000002258,0.922422
0.000000226,0.776328
0.0000002262,0.616953
0.0000002264,0.469141
0.0000002266,0.386328
0.0000002268,0.317734
0.000000227,0.26
0.0000002272,0.192969
0.0000002274,0.181484
0.0000002276,0.142969
0.0000002278,0.0722656
0.000000228,0.0802344
0.0000002282,0.0528906
0.0000002284,0.0592969
0.0000002286,0.0595313
0.0000002288,0.0689063
0.000000229,0.100625
0.0000002292,0.0901563
0.0000002294,0.069375
0.0000002296,0.05
0.0000002298,0.0511719
0.00000023,0.0598438
0.0000002302,0.0486719
0.0000002304,0.0292969
0.0000002306,0.00617188
0.0000002308,-0.0103125
0.000000231,-0.0242187
0.0000002312,-0.0622656
0.0000002314,-0.0849219
0.0000002316,-0.123437
0.0000002318,-0.140469
0.000000232,-0.128672
0.0000002322,-0.118359
0.0000002324,-0.0879687
0.0000002326,-0.034375
0.0000002328,-0.00796875
0.000000233,0.0728125
0.0000002332,0.110234
0.0000002334,0.129922
0.0000002336,0.132344
0.0000002338,0.185156
0.000000234,0.179297
0.0000002342,0.168281
0.0000002344,0.149375
0.0000002346,0.125703
0.0000002348,0.1
0.000000235,0.12125
0.0000002352,0.109609
0.0000002354,0.110781
0.0000002356,0.170938
0.0000002358,0.359531
0.000000236,0.611016
0.0000002362,0.931328
0.0000002364,1.23234
0.0000002366,1.4657
0.0000002368,1.67703
0.000000237,1.79844
0.0000002372,1.86008
0.0000002374,1.7793
0.0000002376,1.61031
0.0000002378,1.37406
0.000000238,1.15109
0.0000002382,0.946641
0.0000002384,0.766641
0.0000002386,0.610547
0.0000002388,0.513359
0.000000239,0.42
0.0000002392,0.297813
0.0000002394,0.253828
0.0000002396,0.164063
0.0000002398,0.151328
0.00000024,0.104063
0.0000002402,0.109141
0.0000002404,0.0799219
0.0000002406,0.0513281
0.0000002408,0.0478906
0.000000241,0.0589063
0.0000002412,0.0604688
0.0000002414,0.0598438
0.0000002416,0.0546094
0.0000002418,0.0371875
0.000000242,0.0752344
0.0000002422,0.06375
0.0000002424,0.0490625
0.0000002426,0.0435938
0.0000002428,0.00335938
0.000000243,0.00867188
0.0000002432,0.004375
0.0000002434,-0.0389062
0.0000002436,-0.0371094
0.0000002438,-0.098125
0.000000244,-0.110625
0.0000002442,-0.119297
0.0000002444,-0.12375
0.0000002446,-0.0908594
0.0000002448,-0.0804687
0.000000245,-0.0315625
0.0000002452,0.00695313
0.0000002454,0.068125
0.0000002456,0.0892188
0.0000002458,0.119688
0.000000246,0.148906
0.0000002462,0.169375
0.0000002464,0.16125
0.0000002466,0.150156
0.0000002468,0.169922
0.000000247,0.139531
0.0000002472,0.139922
0.0000002474,0.129844
0.0000002476,0.130078
0.0000002478,0.120078
0.000000248,0.155313
0.0000002482,0.325859
0.0000002484,0.560469
0.0000002486,0.858516
0.0000002488,1.17148
0.000000249,1.4682
0.0000002492,1.66625
0.0000002494,1.79039
0.0000002496,1.81
0.0000002498,1.80828
0.00000025,1.67
0.0000002502,1.44016
0.0000002504,1.23391
0.0000002506,1.03
0.0000002508,0.809844
0.000000251,0.642656
0.0000002512,0.505469
0.0000002514,0.433594
0.0000002516,0.340703
0.0000002518,0.239844
0.000000252,0.19
0.0000002522,0.161484
0.0000002524,0.0994531
0.0000002526,0.0799219
0.0000002528,0.0805469
0.000000253,0.0899219
0.0000002532,0.07
0.0000002534,0.0914063
0.0000002536,0.0819531
0.0000002538,0.0600781
0.000000254,0.0885156
0.0000002542,0.0926563
0.0000002544,0.0607813
0.0000002546,0.0619531
