x_spektrum,y_spektrum,x_fourier_transformed,y_fourier_transformed
947.798,11.000,3.634,1.496
947.843,32.000,3.635,0.038
947.889,0.000,3.636,0.538
947.935,-12.000,3.637,1.208
947.980,0.000,3.638,1.749
948.026,0.000,3.639,2.374
948.071,15.000,3.640,2.714
948.116,-3.000,3.641,2.095
948.162,-20.000,3.643,1.610
948.207,0.000,3.644,1.881
948.253,15.000,3.645,1.924
948.298,15.000,3.646,2.224
948.343,11.000,3.647,1.922
948.388,15.000,3.648,2.183
948.434,-1.000,3.649,1.345
948.479,-2.000,3.650,1.623
948.524,9.000,3.651,1.117
948.569,7.000,3.652,1.101
948.615,2.000,3.653,1.075
948.660,8.000,3.654,0.720
948.705,2.000,3.655,0.268
948.750,14.000,3.656,0.184
948.795,23.000,3.658,0.311
948.840,16.000,3.659,0.109
948.885,27.000,3.660,0.039
948.930,14.000,3.661,0.335
948.975,19.000,3.662,0.377
949.020,-2.000,3.663,0.076
949.065,10.000,3.664,0.036
949.110,1.000,3.665,0.074
949.155,0.000,3.666,0.045
949.200,18.000,3.667,0.010
949.245,15.000,3.668,0.504
949.290,-6.000,3.669,0.170
949.334,-2.000,3.670,0.424
949.379,14.000,3.671,0.497
949.424,4.000,3.673,0.428
949.469,-6.000,3.674,0.353
949.513,0.000,3.675,0.716
949.558,-3.000,3.676,0.005
949.603,12.000,3.677,0.199
949.647,23.000,3.678,0.299
949.692,29.000,3.679,0.349
949.737,-4.000,3.680,0.146
949.781,-4.000,3.681,0.226
949.826,-25.000,3.682,0.053
949.870,-3.000,3.683,0.022
949.915,-1.000,3.684,0.274
949.959,24.000,3.685,0.014
950.004,-22.000,3.686,0.545
950.048,30.000,3.688,0.013
950.093,-1.000,3.689,0.109
950.137,4.000,3.690,0.239
950.182,-4.000,3.691,0.190
950.226,-10.000,3.692,0.076
950.270,-25.000,3.693,0.202
950.315,22.000,3.694,0.523
950.359,29.000,3.695,0.360
950.403,5.000,3.696,0.341
950.447,26.000,3.697,0.215
950.492,7.000,3.698,0.092
950.536,10.000,3.699,0.146
950.580,19.000,3.700,0.438
950.624,37.000,3.701,0.092
950.668,17.000,3.703,0.076
950.712,-3.000,3.704,0.122
950.756,-6.000,3.705,0.258
950.800,5.000,3.706,0.112
950.845,-23.000,3.707,0.102
950.889,-7.000,3.708,0.097
950.933,1.000,3.709,0.077
950.976,15.000,3.710,0.454
951.020,24.000,3.711,0.143
951.064,-4.000,3.712,0.310
951.108,5.000,3.713,0.281
951.152,8.000,3.714,0.244
951.196,-3.000,3.715,0.149
951.240,20.000,3.716,0.222
951.284,20.000,3.718,0.054
951.327,-4.000,3.719,0.267
951.371,-12.000,3.720,0.178
951.415,12.000,3.721,0.215
951.459,-4.000,3.722,0.136
951.502,2.000,3.723,0.062
951.546,14.000,3.724,0.375
951.590,4.000,3.725,0.058
951.633,13.000,3.726,0.162
951.677,-2.000,3.727,0.231
951.721,-3.000,3.728,0.397
951.764,14.000,3.729,0.081
951.808,16.000,3.730,0.169
951.851,10.000,3.731,0.649
951.895,3.000,3.733,0.164
951.938,-3.000,3.734,0.499
951.982,3.000,3.735,0.505
952.025,-1.000,3.736,0.686
952.068,-25.000,3.737,0.294
952.112,12.000,3.738,0.179
952.155,1.000,3.739,0.214
952.198,-10.000,3.740,0.068
952.242,-25.000,3.741,0.147
952.285,-18.000,3.742,0.232
952.328,8.000,3.743,0.067
952.372,8.000,3.744,0.165
952.415,17.000,3.745,0.149
952.458,2.000,3.746,0.016
952.501,3.000,3.748,0.255
952.544,20.000,3.749,0.253
952.587,16.000,3.750,0.549
952.631,2.000,3.751,0.559
952.674,18.000,3.752,0.085
952.717,5.000,3.753,0.227
952.760,1.000,3.754,0.142
952.803,20.000,3.755,0.315
952.846,25.000,3.756,0.297
952.889,1.000,3.757,0.129
952.932,10.000,3.758,0.019
952.975,9.000,3.759,0.256
953.018,1.000,3.760,0.323
953.060,15.000,3.761,0.487
953.103,15.000,3.763,0.181
953.146,-7.000,3.764,0.403
953.189,5.000,3.765,0.355
953.232,-5.000,3.766,0.223
953.274,12.000,3.767,0.523
953.317,-1.000,3.768,0.434
953.360,0.000,3.769,0.601
953.403,11.000,3.770,0.323
953.445,-18.000,3.771,0.523
953.488,18.000,3.772,0.121
953.531,19.000,3.773,0.224
953.573,12.000,3.774,0.496
953.616,-1.000,3.775,0.209
953.658,16.000,3.776,0.349
953.701,-5.000,3.778,0.644
953.743,-7.000,3.779,0.008
953.786,22.000,3.780,0.441
953.828,1.000,3.781,0.446
953.871,2.000,3.782,0.049
953.913,6.000,3.783,0.423
953.956,-18.000,3.784,0.023
953.998,7.000,3.785,0.228
954.040,21.000,3.786,0.339
954.083,-9.000,3.787,0.203
954.125,-14.000,3.788,0.383
954.167,-12.000,3.789,0.235
954.210,-18.000,3.790,0.414
954.252,-5.000,3.791,0.279
954.294,9.000,3.793,0.234
954.336,9.000,3.794,0.368
954.378,11.000,3.795,0.240
954.421,-7.000,3.796,0.006
954.463,5.000,3.797,0.517
954.505,-16.000,3.798,0.185
954.547,15.000,3.799,0.215
954.589,-11.000,3.800,0.197
954.631,2.000,3.801,0.070
954.673,14.000,3.802,0.096
954.715,2.000,3.803,0.230
954.757,6.000,3.804,0.787
954.799,8.000,3.805,0.016
954.841,7.000,3.807,0.057
954.883,0.000,3.808,0.236
954.925,4.000,3.809,0.567
954.967,18.000,3.810,0.137
955.008,18.000,3.811,0.013
955.050,18.000,3.812,0.095
955.092,15.000,3.813,0.447
955.134,9.000,3.814,0.641
955.175,0.000,3.815,0.422
955.217,7.000,3.816,0.254
955.259,8.000,3.817,0.171
955.301,13.000,3.818,0.136
955.342,2.000,3.819,0.071
955.384,4.000,3.820,0.043
955.425,23.000,3.822,0.772
955.467,2.000,3.823,0.478
955.509,-1.000,3.824,0.088
955.550,2.000,3.825,0.182
955.592,-1.000,3.826,1.242
955.633,16.000,3.827,1.032
955.675,0.000,3.828,1.065
955.716,6.000,3.829,0.631
955.757,14.000,3.830,0.248
955.799,37.000,3.831,0.291
955.840,18.000,3.832,1.180
955.882,6.000,3.833,1.454
955.923,14.000,3.834,1.781
955.964,16.000,3.835,1.820
956.006,6.000,3.837,1.501
956.047,11.000,3.838,0.211
956.088,1.000,3.839,2.030
956.129,7.000,3.840,3.561
956.170,-3.000,3.841,5.487
956.212,0.000,3.842,6.519
956.253,2.000,3.843,6.336
956.294,17.000,3.844,5.797
956.335,12.000,3.845,4.597
956.376,10.000,3.846,1.629
956.417,-9.000,3.847,1.073
956.458,12.000,3.848,2.651
956.499,6.000,3.849,4.614
956.540,-28.000,3.850,4.947
956.581,16.000,3.852,5.191
956.622,3.000,3.853,4.670
956.663,-2.000,3.854,3.479
956.704,40.000,3.855,2.418
956.745,-9.000,3.856,1.519
956.786,5.000,3.857,0.669
956.827,5.000,3.858,0.435
956.867,-25.000,3.859,0.373
956.908,8.000,3.860,0.521
956.949,27.000,3.861,0.275
956.990,10.000,3.862,0.113
957.030,-11.000,3.863,0.255
957.071,-5.000,3.864,0.280
957.112,17.000,3.865,0.137
957.152,-14.000,3.867,0.509
957.193,0.000,3.868,0.977
957.234,-14.000,3.869,0.635
957.274,14.000,3.870,0.927
957.315,5.000,3.871,1.302
957.355,-5.000,3.872,1.455
957.396,-7.000,3.873,0.553
957.436,-14.000,3.874,0.157
957.477,4.000,3.875,0.179
957.517,18.000,3.876,0.054
957.558,8.000,3.877,0.083
957.598,-11.000,3.878,0.587
957.638,-9.000,3.879,1.014
957.679,-5.000,3.880,2.023
957.719,10.000,3.882,2.214
957.759,7.000,3.883,2.631
957.800,-5.000,3.884,2.453
957.840,3.000,3.885,1.828
957.880,19.000,3.886,1.233
957.920,5.000,3.887,0.925
957.961,2.000,3.888,0.733
958.001,18.000,3.889,1.836
958.041,-2.000,3.890,4.536
958.081,11.000,3.891,6.118
958.121,-10.000,3.892,7.742
958.161,10.000,3.893,6.243
958.201,10.000,3.894,1.823
958.241,7.000,3.895,5.750
958.281,20.000,3.897,16.170
958.321,20.000,3.898,24.337
958.361,-6.000,3.899,28.020
958.401,-3.000,3.900,21.313
958.441,-25.000,3.901,1.913
958.481,-49.000,3.902,28.784
958.521,11.000,3.903,67.165
958.561,9.000,3.904,102.997
958.601,-2.000,3.905,127.035
958.641,8.000,3.906,126.715
958.680,-9.000,3.907,94.847
958.720,3.000,3.908,31.831
958.760,12.000,3.909,56.465
958.800,13.000,3.910,154.155
958.839,-1.000,3.912,243.814
958.879,-4.000,3.913,306.713
