x_spektrum,y_spektrum,x_fourier_transformed,y_fourier_transformed
836.865,1.984.000,1.805,0.473
836.950,1.995.000,1.806,0.150
837.034,1.985.000,1.807,0.195
837.118,1.908.000,1.808,0.295
837.203,1.910.000,1.809,0.017
837.287,1.871.000,1.810,0.097
837.371,1.780.000,1.811,0.159
837.456,1.777.000,1.812,0.085
837.540,1.740.000,1.813,0.481
837.624,1.675.000,1.814,0.045
837.708,1.675.000,1.815,0.337
837.792,1.681.000,1.816,0.424
837.876,1.769.000,1.818,0.057
837.961,1.754.000,1.819,0.042
838.045,1.760.000,1.820,0.419
838.129,1.722.000,1.821,0.182
838.213,1.693.000,1.822,0.189
838.297,1.630.000,1.823,0.042
838.381,1.662.000,1.824,0.315
838.465,1.595.000,1.825,0.016
838.549,1.538.000,1.826,0.139
838.633,1.523.000,1.827,0.113
838.717,1.447.000,1.828,0.187
838.800,1.429.000,1.829,0.005
838.884,1.456.000,1.830,0.236
838.968,1.414.000,1.831,0.364
839.052,1.456.000,1.833,0.005
839.136,1.467.000,1.834,0.072
839.220,1.471.000,1.835,0.130
839.303,1.474.000,1.836,0.089
839.387,1.488.000,1.837,0.254
839.471,1.427.000,1.838,0.062
839.554,1.436.000,1.839,0.016
839.638,1.384.000,1.840,0.244
839.722,1.324.000,1.841,0.235
839.805,1.325.000,1.842,0.090
839.889,1.307.000,1.843,0.291
839.972,1.279.000,1.844,0.077
840.056,1.272.000,1.845,0.062
840.140,1.300.000,1.846,0.107
840.223,1.384.000,1.848,0.003
840.307,1.378.000,1.849,0.238
840.390,1.400.000,1.850,0.206
840.473,1.384.000,1.851,0.030
840.557,1.429.000,1.852,0.071
840.640,1.409.000,1.853,0.084
840.724,1.386.000,1.854,0.151
840.807,1.370.000,1.855,0.123
840.890,1.334.000,1.856,0.125
840.973,1.307.000,1.857,0.404
841.057,1.285.000,1.858,0.181
841.140,1.284.000,1.859,0.402
841.223,1.281.000,1.860,0.374
841.306,1.307.000,1.861,0.085
841.390,1.349.000,1.863,0.076
841.473,1.337.000,1.864,0.131
841.556,1.347.000,1.865,0.085
841.639,1.370.000,1.866,0.067
841.722,1.396.000,1.867,0.216
841.805,1.393.000,1.868,0.109
841.888,1.398.000,1.869,0.166
841.971,1.337.000,1.870,0.193
842.054,1.309.000,1.871,0.150
842.137,1.276.000,1.872,0.359
842.220,1.270.000,1.873,0.237
842.303,1.263.000,1.874,0.248
842.386,1.194.000,1.875,0.220
842.469,1.226.000,1.876,0.061
842.552,1.227.000,1.878,0.336
842.635,1.199.000,1.879,0.022
842.717,1.268.000,1.880,0.090
842.800,1.253.000,1.881,0.008
842.883,1.270.000,1.882,0.071
842.966,1.259.000,1.883,0.040
843.048,1.214.000,1.884,0.028
843.131,1.192.000,1.885,0.087
843.214,1.127.000,1.886,0.094
843.297,1.125.000,1.887,0.058
843.379,1.100.000,1.888,0.249
843.462,1.051.000,1.889,0.050
843.544,1.052.000,1.890,0.306
843.627,1.040.000,1.891,0.166
843.709,1.035.000,1.893,0.093
843.792,1.074.000,1.894,0.010
843.875,1.033.000,1.895,0.134
843.957,1.075.000,1.896,0.081
844.039,1.060.000,1.897,0.238
844.122,1.049.000,1.898,0.143
844.204,1.072.000,1.899,0.095
844.287,1.016.000,1.900,0.310
844.369,1.000.000,1.901,0.068
844.451,985.000,1.902,0.047
844.534,948.000,1.903,0.377
844.616,951.000,1.904,0.112
844.698,922.000,1.905,0.492
844.780,918.000,1.906,0.093
844.863,913.000,1.908,0.020
844.945,928.000,1.909,0.074
845.027,950.000,1.910,0.150
845.109,964.000,1.911,0.185
845.191,974.000,1.912,0.364
845.274,977.000,1.913,0.291
845.356,970.000,1.914,0.107
845.438,976.000,1.915,0.201
845.520,997.000,1.916,0.183
845.602,964.000,1.917,0.262
845.684,917.000,1.918,0.314
845.766,890.000,1.919,0.061
845.848,890.000,1.920,0.264
845.930,893.000,1.921,0.472
846.011,900.000,1.923,0.120
846.093,877.000,1.924,0.334
846.175,892.000,1.925,0.406
846.257,904.000,1.926,0.488
846.339,918.000,1.927,0.340
846.421,920.000,1.928,0.147
846.502,925.000,1.929,0.145
846.584,975.000,1.930,0.016
846.666,917.000,1.931,0.283
846.748,943.000,1.932,0.106
846.829,914.000,1.933,0.213
846.911,896.000,1.934,0.023
846.993,863.000,1.935,0.287
847.074,845.000,1.936,0.130
847.156,828.000,1.938,0.121
847.237,789.000,1.939,0.090
847.319,856.000,1.940,0.190
847.400,795.000,1.941,0.178
847.482,845.000,1.942,0.053
847.563,860.000,1.943,0.068
847.645,885.000,1.944,0.267
847.726,872.000,1.945,0.034
847.808,828.000,1.946,0.055
847.889,844.000,1.947,0.147
847.970,816.000,1.948,0.178
848.052,794.000,1.949,0.473
848.133,772.000,1.950,0.062
848.214,747.000,1.951,0.080
848.296,730.000,1.953,0.048
848.377,698.000,1.954,0.057
848.458,699.000,1.955,0.235
848.539,684.000,1.956,0.391
848.621,703.000,1.957,0.052
848.702,717.000,1.958,0.391
848.783,701.000,1.959,0.235
848.864,681.000,1.960,0.057
848.945,709.000,1.961,0.048
849.026,700.000,1.962,0.080
849.107,686.000,1.963,0.062
849.188,658.000,1.964,0.473
849.269,660.000,1.965,0.178
849.350,658.000,1.966,0.147
849.431,613.000,1.968,0.055
849.512,585.000,1.969,0.034
849.593,555.000,1.970,0.267
849.674,597.000,1.971,0.068
849.755,576.000,1.972,0.053
849.836,570.000,1.973,0.178
849.916,582.000,1.974,0.190
849.997,574.000,1.975,0.090
850.078,584.000,1.976,0.121
850.159,594.000,1.977,0.130
850.239,575.000,1.978,0.287
850.320,598.000,1.979,0.023
850.401,564.000,1.980,0.213
850.481,572.000,1.981,0.106
850.562,534.000,1.983,0.283
850.643,540.000,1.984,0.016
850.723,499.000,1.985,0.145
850.804,501.000,1.986,0.147
850.884,485.000,1.987,0.340
850.965,503.000,1.988,0.488
851.045,525.000,1.989,0.406
851.126,503.000,1.990,0.334
851.206,519.000,1.991,0.120
851.287,490.000,1.992,0.472
851.367,526.000,1.993,0.264
851.447,532.000,1.994,0.061
851.528,519.000,1.995,0.314
851.608,509.000,1.996,0.262
851.689,495.000,1.998,0.183
851.769,477.000,1.999,0.201
851.849,495.000,2.000,0.107
851.929,486.000,2.001,0.291
852.010,443.000,2.002,0.364
852.090,445.000,2.003,0.185
852.170,422.000,2.004,0.150
852.250,435.000,2.005,0.074
852.330,450.000,2.006,0.020
852.410,458.000,2.007,0.093
852.490,439.000,2.008,0.492
852.570,467.000,2.009,0.112
852.651,437.000,2.010,0.377
852.731,437.000,2.011,0.047
852.811,426.000,2.013,0.068
852.891,417.000,2.014,0.310
852.970,390.000,2.015,0.095
853.050,380.000,2.016,0.143
853.130,375.000,2.017,0.238
853.210,363.000,2.018,0.081
853.290,367.000,2.019,0.134
853.370,363.000,2.020,0.010
853.450,333.000,2.021,0.093
853.529,337.000,2.022,0.166
853.609,337.000,2.023,0.306
853.689,376.000,2.024,0.050
853.769,336.000,2.025,0.249
853.848,327.000,2.026,0.058
853.928,326.000,2.028,0.094
854.008,341.000,2.029,0.087
854.087,333.000,2.030,0.028
854.167,308.000,2.031,0.040
854.247,312.000,2.032,0.071
854.326,278.000,2.033,0.008
854.406,268.000,2.034,0.090
854.485,268.000,2.035,0.022
854.565,286.000,2.036,0.336
854.644,276.000,2.037,0.061
854.724,256.000,2.038,0.220
854.803,264.000,2.039,0.248
854.882,274.000,2.040,0.237
854.962,259.000,2.041,0.359
855.041,265.000,2.043,0.150
855.121,296.000,2.044,0.193
855.200,278.000,2.045,0.166
855.279,261.000,2.046,0.109
855.358,245.000,2.047,0.216
855.438,254.000,2.048,0.067
855.517,247.000,2.049,0.085
855.596,241.000,2.050,0.131
855.675,228.000,2.051,0.076
855.754,220.000,2.052,0.085
855.834,247.000,2.053,0.374
855.913,206.000,2.054,0.402
855.992,225.000,2.055,0.181
856.071,209.000,2.056,0.404
856.150,240.000,2.058,0.125
856.229,250.000,2.059,0.123
856.308,225.000,2.060,0.151
856.387,238.000,2.061,0.084
856.466,242.000,2.062,0.071
856.545,243.000,2.063,0.030
856.624,234.000,2.064,0.206
856.703,203.000,2.065,0.238
856.781,201.000,2.066,0.003
856.860,199.000,2.067,0.107
856.939,191.000,2.068,0.062
857.018,183.000,2.069,0.077
857.097,200.000,2.070,0.291
857.175,205.000,2.072,0.090
857.254,207.000,2.073,0.235
857.333,186.000,2.074,0.244
857.411,191.000,2.075,0.016
857.490,173.000,2.076,0.062
857.569,185.000,2.077,0.254
857.647,170.000,2.078,0.089
857.726,198.000,2.079,0.130
857.805,197.000,2.080,0.072
857.883,185.000,2.081,0.005
857.962,182.000,2.082,0.364
858.040,165.000,2.083,0.236
858.119,160.000,2.084,0.005
858.197,145.000,2.085,0.187
858.275,183.000,2.087,0.113
858.354,167.000,2.088,0.139
858.432,158.000,2.089,0.016
858.511,141.000,2.090,0.315
858.589,149.000,2.091,0.042
858.667,155.000,2.092,0.189
858.746,163.000,2.093,0.182
858.824,142.000,2.094,0.419
858.902,138.000,2.095,0.042
858.980,137.000,2.096,0.057
859.058,149.000,2.097,0.424
859.137,110.000,2.098,0.337
859.215,153.000,2.099,0.045
859.293,138.000,2.100,0.481
859.371,133.000,2.102,0.085
859.449,136.000,2.103,0.159
859.527,144.000,2.104,0.097
859.605,114.000,2.105,0.017
859.683,91.000,2.106,0.295
859.761,104.000,2.107,0.195
859.839,115.000,2.108,0.150
859.917,112.000,2.109,0.473
859.995,106.000,2.110,0.280
860.073,108.000,2.111,0.268
860.151,135.000,2.112,0.193
860.229,113.000,2.113,0.382
860.307,104.000,2.114,0.268
860.384,127.000,2.115,0.018
860.462,101.000,2.117,0.166
860.540,99.000,2.118,0.172
860.618,78.000,2.119,0.044
860.695,91.000,2.120,0.088
860.773,99.000,2.121,0.072
860.851,75.000,2.122,0.075
860.928,95.000,2.123,0.092
861.006,90.000,2.124,0.246
861.084,92.000,2.125,0.174
861.161,100.000,2.126,0.042
861.239,89.000,2.127,0.350
861.316,88.000,2.128,0.043
861.394,74.000,2.129,0.038
861.471,80.000,2.130,0.001
861.549,95.000,2.132,0.078
861.626,86.000,2.133,0.277
861.704,92.000,2.134,0.034
861.781,110.000,2.135,0.162
861.859,69.000,2.136,0.017
861.936,62.000,2.137,0.223
862.013,79.000,2.138,0.012
862.091,49.000,2.139,0.055
862.168,53.000,2.140,0.433
862.245,64.000,2.141,0.198
862.322,62.000,2.142,0.195
862.400,83.000,2.143,0.107
862.477,62.000,2.144,0.037
862.554,75.000,2.145,0.300
862.631,65.000,2.147,0.207
862.708,69.000,2.148,0.271
862.785,107.000,2.149,0.108
862.862,72.000,2.150,0.195
862.939,82.000,2.151,0.217
863.017,60.000,2.152,0.325
863.094,61.000,2.153,0.430
863.171,53.000,2.154,0.058
863.248,50.000,2.155,0.213
863.324,48.000,2.156,0.097
863.401,49.000,2.157,0.283
863.478,48.000,2.158,0.042
863.555,61.000,2.159,0.280
863.632,61.000,2.160,0.054
863.709,65.000,2.162,0.150
863.786,56.000,2.163,0.058
863.862,62.000,2.164,0.226
863.939,66.000,2.165,0.028
864.016,47.000,2.166,0.136
864.093,43.000,2.167,0.093
864.169,58.000,2.168,0.060
864.246,36.000,2.169,0.101
864.323,38.000,2.170,0.247
864.399,42.000,2.171,0.246
864.476,58.000,2.172,0.033
864.553,42.000,2.173,0.278
864.629,47.000,2.174,0.138
864.706,23.000,2.175,0.060
864.782,46.000,2.177,0.222
864.859,49.000,2.178,0.042
864.935,19.000,2.179,0.083
865.012,20.000,2.180,0.179
865.088,30.000,2.181,0.196
865.164,67.000,2.182,0.204
865.241,48.000,2.183,0.467
865.317,37.000,2.184,0.292
865.394,24.000,2.185,0.070
865.470,12.000,2.186,0.207
865.546,30.000,2.187,0.198
865.622,20.000,2.188,0.248
865.699,49.000,2.189,0.200
865.775,24.000,2.190,0.347
865.851,36.000,2.192,0.203
865.927,53.000,2.193,0.169
866.003,24.000,2.194,0.108
866.080,36.000,2.195,0.248
866.156,44.000,2.196,0.020
866.232,36.000,2.197,0.018
866.308,24.000,2.198,0.133
866.384,21.000,2.199,0.095
866.460,34.000,2.200,0.110
866.536,36.000,2.201,0.175
866.612,43.000,2.202,0.234
866.688,25.000,2.203,0.158
866.764,31.000,2.204,0.309
866.840,14.000,2.205,0.230
866.915,3.000,2.207,0.297
866.991,22.000,2.208,0.035
867.067,43.000,2.209,0.421
867.143,41.000,2.210,0.037
867.219,32.000,2.211,0.293
867.295,14.000,2.212,0.046
867.370,41.000,2.213,0.235
867.446,38.000,2.214,0.167
867.522,18.000,2.215,0.202
867.597,10.000,2.216,0.347
867.673,14.000,2.217,0.136
867.749,21.000,2.218,0.167
867.824,37.000,2.219,0.223
867.900,2.000,2.220,0.121
867.975,6.000,2.222,0.311
868.051,13.000,2.223,0.041
868.126,35.000,2.224,0.362
868.202,25.000,2.225,0.505
868.277,4.000,2.226,0.358
868.353,13.000,2.227,0.453
868.428,23.000,2.228,0.341
868.504,4.000,2.229,0.003
868.579,9.000,2.230,0.003
868.654,10.000,2.231,0.283
868.730,3.000,2.232,0.010
868.805,16.000,2.233,0.240
868.880,21.000,2.234,0.296
868.956,17.000,2.235,0.177
869.031,28.000,2.237,0.168
869.106,39.000,2.238,0.123
869.181,9.000,2.239,0.183
869.256,10.000,2.240,0.233
869.332,11.000,2.241,0.014
869.407,11.000,2.242,0.212
869.482,23.000,2.243,0.129
869.557,41.000,2.244,0.032
869.632,21.000,2.245,0.080
869.707,23.000,2.246,0.331
869.782,21.000,2.247,0.159
869.857,11.000,2.248,0.226
869.932,6.000,2.249,0.145
870.007,23.000,2.250,0.098
870.082,48.000,2.252,0.177
870.157,26.000,2.253,0.017
870.232,9.000,2.254,0.319
870.307,13.000,2.255,0.262
870.381,12.000,2.256,0.022
870.456,22.000,2.257,0.292
870.531,10.000,2.258,0.169
870.606,15.000,2.259,0.104
870.680,-5.000,2.260,0.249
870.755,19.000,2.261,0.132
870.830,20.000,2.262,0.093
870.905,22.000,2.263,0.121
870.979,1.000,2.264,0.355
871.054,21.000,2.265,0.297
871.128,3.000,2.267,0.353
871.203,9.000,2.268,0.011
871.278,23.000,2.269,0.140
871.352,-10.000,2.270,0.145
871.427,4.000,2.271,0.420
871.501,-22.000,2.272,0.001
871.576,3.000,2.273,0.349
871.650,32.000,2.274,0.135
871.725,28.000,2.275,0.270
871.799,28.000,2.276,0.369
871.873,9.000,2.277,0.004
871.948,39.000,2.278,0.100
872.022,26.000,2.279,0.125
872.096,-9.000,2.280,0.086
872.171,-17.000,2.282,0.134
872.245,-5.000,2.283,0.089
872.319,6.000,2.284,0.505
872.393,18.000,2.285,0.310
872.468,11.000,2.286,0.215
872.542,2.000,2.287,0.085
872.616,10.000,2.288,0.101
872.690,12.000,2.289,0.027
872.764,12.000,2.290,0.170
872.838,16.000,2.291,0.151
872.912,6.000,2.292,0.031
872.986,9.000,2.293,0.071
873.060,24.000,2.294,0.159
873.134,17.000,2.295,0.066
873.208,-1.000,2.297,0.124
873.282,11.000,2.298,0.094
873.356,21.000,2.299,0.134
873.430,8.000,2.300,0.328
873.504,16.000,2.301,0.137
873.578,13.000,2.302,0.162
873.652,18.000,2.303,0.200
873.725,13.000,2.304,0.345
873.799,8.000,2.305,0.024
873.873,13.000,2.306,0.016
873.947,8.000,2.307,0.168
874.020,10.000,2.308,0.464
874.094,-7.000,2.309,0.106
874.168,2.000,2.310,0.003
874.241,2.000,2.312,0.155
874.315,-2.000,2.313,0.290
874.389,6.000,2.314,0.030
874.462,2.000,2.315,0.251
874.536,26.000,2.316,0.067
874.609,14.000,2.317,0.172
874.683,20.000,2.318,0.110
874.756,5.000,2.319,0.058
874.830,16.000,2.320,0.011
874.903,11.000,2.321,0.033
874.977,11.000,2.322,0.010
875.050,19.000,2.323,0.126
875.123,10.000,2.324,0.332
875.197,10.000,2.325,0.058
875.270,4.000,2.327,0.145
875.343,-18.000,2.328,0.269
875.417,-17.000,2.329,0.004
875.490,13.000,2.330,0.058
875.563,25.000,2.331,0.159
875.637,18.000,2.332,0.188
875.710,15.000,2.333,0.091
875.783,5.000,2.334,0.393
875.856,13.000,2.335,0.082
875.929,19.000,2.336,0.007
876.002,18.000,2.337,0.016
876.075,19.000,2.338,0.297
876.148,29.000,2.339,0.180
876.221,-9.000,2.340,0.139
876.294,10.000,2.342,0.068
876.367,4.000,2.343,0.143
876.440,-1.000,2.344,0.061
876.513,11.000,2.345,0.135
876.586,13.000,2.346,0.055
876.659,7.000,2.347,0.014
876.732,30.000,2.348,0.025
876.805,36.000,2.349,0.337
876.878,21.000,2.350,0.111
876.951,25.000,2.351,0.067
877.023,20.000,2.352,0.103
877.096,9.000,2.353,0.276
877.169,-5.000,2.354,0.054
877.242,13.000,2.355,0.160
877.314,12.000,2.357,0.314
877.387,-14.000,2.358,0.026
877.460,19.000,2.359,0.250
877.532,1.000,2.360,0.037
877.605,14.000,2.361,0.433
877.677,11.000,2.362,0.014
877.750,25.000,2.363,0.077
877.823,9.000,2.364,0.529
877.895,2.000,2.365,0.371
877.968,2.000,2.366,0.036
878.040,16.000,2.367,0.168
878.112,1.000,2.368,0.115
878.185,21.000,2.369,0.419
878.257,-5.000,2.370,0.125
878.330,12.000,2.372,0.087
878.402,4.000,2.373,0.022
878.474,-6.000,2.374,0.043
878.547,-6.000,2.375,0.148
878.619,-9.000,2.376,0.133
878.691,-2.000,2.377,0.107
878.763,8.000,2.378,0.029
878.836,0.000,2.379,0.630
878.908,26.000,2.380,0.059
878.980,0.000,2.381,0.139
879.052,-8.000,2.382,0.043
879.124,-5.000,2.383,0.088
879.196,14.000,2.384,0.270
879.269,6.000,2.385,0.050
879.341,7.000,2.387,0.065
879.413,12.000,2.388,0.223
879.485,21.000,2.389,0.069
879.557,-20.000,2.390,0.028
879.629,6.000,2.391,0.025
879.701,-10.000,2.392,0.072
879.772,-5.000,2.393,0.236
879.844,18.000,2.394,0.023
879.916,15.000,2.395,0.235
879.988,-11.000,2.396,0.076
880.060,0.000,2.397,0.027
880.132,-8.000,2.398,0.263
880.204,9.000,2.399,0.165
880.275,0.000,2.400,0.249
880.347,11.000,2.402,0.020
880.419,2.000,2.403,0.018
880.490,12.000,2.404,0.080
880.562,17.000,2.405,0.117
880.634,-5.000,2.406,0.247
880.705,-7.000,2.407,0.079
880.777,4.000,2.408,0.273
880.849,13.000,2.409,0.009
880.920,0.000,2.410,0.024
880.992,-15.000,2.411,0.104
881.063,27.000,2.412,0.172
881.135,11.000,2.413,0.117
881.206,12.000,2.414,0.210
881.278,16.000,2.416,0.263
881.349,3.000,2.417,0.385
881.420,-1.000,2.418,0.077
881.492,12.000,2.419,0.003
881.563,-13.000,2.420,0.026
881.634,12.000,2.421,0.036
881.706,-4.000,2.422,0.140
881.777,6.000,2.423,0.327
881.848,-5.000,2.424,0.010
881.920,8.000,2.425,0.515
881.991,25.000,2.426,0.094
882.062,9.000,2.427,0.072
882.133,7.000,2.428,0.103
882.204,6.000,2.429,0.194
882.275,24.000,2.431,0.221
882.347,-12.000,2.432,0.194
882.418,14.000,2.433,0.099
882.489,4.000,2.434,0.075
882.560,-1.000,2.435,0.034
882.631,-4.000,2.436,0.423
882.702,0.000,2.437,0.293
882.773,5.000,2.438,0.458
882.844,12.000,2.439,0.076
882.915,4.000,2.440,0.085
882.985,18.000,2.441,0.349
883.056,9.000,2.442,0.490
883.127,7.000,2.443,0.296
883.198,-8.000,2.444,0.148
883.269,-7.000,2.446,0.122
883.340,-13.000,2.447,0.081
883.410,34.000,2.448,0.353
883.481,-22.000,2.449,0.361
883.552,-5.000,2.450,0.095
883.623,-10.000,2.451,0.001
883.693,14.000,2.452,0.277
883.764,-4.000,2.453,0.189
883.834,-9.000,2.454,0.409
883.905,-9.000,2.455,0.126
883.976,5.000,2.456,0.047
884.046,4.000,2.457,0.005
884.117,22.000,2.458,0.302
884.187,11.000,2.459,0.085
884.258,12.000,2.461,0.372
884.328,5.000,2.462,0.136
884.399,7.000,2.463,0.249
884.469,11.000,2.464,0.063
884.540,-1.000,2.465,0.159
884.610,4.000,2.466,0.301
884.680,-10.000,2.467,0.176
884.751,1.000,2.468,0.407
884.821,-15.000,2.469,0.398
884.891,-12.000,2.470,0.193
884.961,-2.000,2.471,0.113
885.032,3.000,2.472,0.151
885.102,0.000,2.473,0.049
885.172,0.000,2.474,0.212
885.242,8.000,2.476,0.078
885.312,-15.000,2.477,0.028
885.383,1.000,2.478,0.034
885.453,11.000,2.479,0.068
885.523,2.000,2.480,0.087
885.593,14.000,2.481,0.187
885.663,17.000,2.482,0.232
885.733,4.000,2.483,0.026
885.803,8.000,2.484,0.163
885.873,-10.000,2.485,0.211
885.943,-10.000,2.486,0.479
886.013,-8.000,2.487,0.278
886.083,-12.000,2.488,0.132
886.152,8.000,2.489,0.240
886.222,14.000,2.491,0.307
886.292,-7.000,2.492,0.133
886.362,7.000,2.493,0.153
886.432,4.000,2.494,0.263
886.501,-7.000,2.495,0.226
886.571,22.000,2.496,0.180
886.641,15.000,2.497,0.134
886.711,22.000,2.498,0.170
886.780,-1.000,2.499,0.204
886.850,16.000,2.500,0.151
886.920,1.000,2.501,0.011
886.989,-9.000,2.502,0.207
887.059,19.000,2.503,0.151
887.128,7.000,2.504,0.003
887.198,-3.000,2.506,0.066
887.267,-4.000,2.507,0.081
887.337,18.000,2.508,0.096
887.406,8.000,2.509,0.206
887.476,9.000,2.510,0.139
887.545,23.000,2.511,0.197
887.615,11.000,2.512,0.280
887.684,20.000,2.513,0.252
887.753,10.000,2.514,0.031
887.823,-3.000,2.515,0.607
887.892,15.000,2.516,0.152
887.961,11.000,2.517,0.229
888.030,0.000,2.518,0.023
888.100,1.000,2.519,0.202
888.169,9.000,2.521,0.103
888.238,5.000,2.522,0.130
888.307,-2.000,2.523,0.067
888.376,0.000,2.524,0.278
888.446,-10.000,2.525,0.255
888.515,4.000,2.526,0.037
888.584,-1.000,2.527,0.004
888.653,-3.000,2.528,0.316
888.722,23.000,2.529,0.199
888.791,-12.000,2.530,0.144
888.860,-14.000,2.531,0.083
888.929,6.000,2.532,0.368
888.998,-15.000,2.533,0.057
889.067,-15.000,2.534,0.074
889.136,-9.000,2.536,0.230
889.204,-10.000,2.537,0.134
889.273,11.000,2.538,0.209
889.342,11.000,2.539,0.046
889.411,0.000,2.540,0.128
889.480,-3.000,2.541,0.114
889.549,17.000,2.542,0.314
889.617,-5.000,2.543,0.384
889.686,9.000,2.544,0.204
889.755,14.000,2.545,0.187
889.823,21.000,2.546,0.022
889.892,-3.000,2.547,0.481
889.961,0.000,2.548,0.419
890.029,-4.000,2.549,0.311
890.098,11.000,2.551,0.127
890.166,-9.000,2.552,0.023
890.235,17.000,2.553,0.107
890.303,-5.000,2.554,0.083
890.372,-3.000,2.555,0.187
890.440,-21.000,2.556,0.176
890.509,-17.000,2.557,0.059
890.577,3.000,2.558,0.294
890.646,-2.000,2.559,0.040
890.714,-3.000,2.560,0.035
890.782,7.000,2.561,0.185
890.851,8.000,2.562,0.263
890.919,20.000,2.563,0.051
890.987,16.000,2.564,0.081
891.056,-17.000,2.566,0.001
891.124,2.000,2.567,0.088
891.192,-3.000,2.568,0.197
891.260,7.000,2.569,0.063
891.328,6.000,2.570,0.491
891.397,11.000,2.571,0.002
891.465,17.000,2.572,0.079
891.533,-2.000,2.573,0.010
891.601,12.000,2.574,0.196
891.669,6.000,2.575,0.079
891.737,-22.000,2.576,0.168
891.805,-1.000,2.577,0.472
891.873,6.000,2.578,0.303
891.941,-4.000,2.579,0.040
892.009,30.000,2.581,0.205
892.077,2.000,2.582,0.162
892.145,-3.000,2.583,0.294
892.213,10.000,2.584,0.429
892.280,39.000,2.585,0.076
892.348,20.000,2.586,0.134
892.416,15.000,2.587,0.337
892.484,-8.000,2.588,0.170
892.552,1.000,2.589,0.350
892.619,11.000,2.590,0.185
892.687,5.000,2.591,0.025
892.755,3.000,2.592,0.027
892.822,13.000,2.593,0.087
892.890,18.000,2.594,0.177
892.958,27.000,2.596,0.300
893.025,0.000,2.597,0.017
893.093,-3.000,2.598,0.129
893.160,31.000,2.599,0.168
893.228,-1.000,2.600,0.126
893.295,6.000,2.601,0.017
893.363,4.000,2.602,0.312
893.430,7.000,2.603,0.057
893.498,15.000,2.604,0.014
893.565,3.000,2.605,0.073
893.633,1.000,2.606,0.035
893.700,-8.000,2.607,0.130
893.767,-7.000,2.608,0.018
893.835,18.000,2.609,0.139
893.902,-9.000,2.611,0.238
893.969,-1.000,2.612,0.004
894.037,4.000,2.613,0.023
894.104,7.000,2.614,0.329
894.171,9.000,2.615,0.066
894.238,13.000,2.616,0.083
894.305,-3.000,2.617,0.062
894.373,-5.000,2.618,0.081
894.440,8.000,2.619,0.080
894.507,37.000,2.620,0.221
894.574,-8.000,2.621,0.086
894.641,1.000,2.622,0.170
894.708,4.000,2.623,0.537
894.775,6.000,2.624,0.139
894.842,7.000,2.626,0.037
894.909,13.000,2.627,0.009
894.976,39.000,2.628,0.027
895.043,5.000,2.629,0.217
895.110,7.000,2.630,0.012
895.177,14.000,2.631,0.084
895.243,-13.000,2.632,0.232
895.310,18.000,2.633,0.229
895.377,29.000,2.634,0.196
895.444,15.000,2.635,0.128
895.511,31.000,2.636,0.506
895.577,-3.000,2.637,0.166
895.644,19.000,2.638,0.097
895.711,-16.000,2.639,0.307
895.777,13.000,2.641,0.181
895.844,16.000,2.642,0.023
895.911,0.000,2.643,0.178
895.977,-1.000,2.644,0.179
896.044,6.000,2.645,0.140
896.110,6.000,2.646,0.010
896.177,-12.000,2.647,0.162
896.243,-32.000,2.648,0.496
896.310,-19.000,2.649,0.055
896.376,-10.000,2.650,0.136
896.443,-5.000,2.651,0.049
896.509,0.000,2.652,0.137
896.576,-2.000,2.653,0.323
896.642,-5.000,2.654,0.303
896.708,8.000,2.656,0.536
896.775,8.000,2.657,0.026
896.841,7.000,2.658,0.013
896.907,-6.000,2.659,0.087
896.974,21.000,2.660,0.281
897.040,-4.000,2.661,0.390
897.106,-1.000,2.662,0.212
897.172,15.000,2.663,0.262
897.238,7.000,2.664,0.439
897.304,15.000,2.665,0.197
897.371,2.000,2.666,0.087
897.437,20.000,2.667,0.173
897.503,12.000,2.668,0.172
897.569,5.000,2.669,0.124
897.635,-3.000,2.671,0.014
897.701,19.000,2.672,0.033
897.767,-12.000,2.673,0.086
897.833,0.000,2.674,0.185
897.899,31.000,2.675,0.112
897.965,-4.000,2.676,0.096
898.031,5.000,2.677,0.237
898.096,-4.000,2.678,0.069
898.162,11.000,2.679,0.311
898.228,-3.000,2.680,0.034
898.294,12.000,2.681,0.093
898.360,24.000,2.682,0.256
898.426,-12.000,2.683,0.206
898.491,10.000,2.684,0.108
898.557,18.000,2.686,0.027
898.623,15.000,2.687,0.282
898.688,0.000,2.688,0.264
898.754,-7.000,2.689,0.083
898.820,-12.000,2.690,0.206
898.885,-7.000,2.691,0.246
898.951,17.000,2.692,0.299
899.016,9.000,2.693,0.048
899.082,-3.000,2.694,0.275
899.147,17.000,2.695,0.215
899.213,23.000,2.696,0.229
899.278,-9.000,2.697,0.143
899.344,-1.000,2.698,0.364
899.409,-4.000,2.699,0.224
899.475,9.000,2.701,0.298
899.540,15.000,2.702,0.332
899.605,-16.000,2.703,0.083
899.671,7.000,2.704,0.190
899.736,9.000,2.705,0.025
899.801,7.000,2.706,0.205
899.866,0.000,2.707,0.033
899.932,-7.000,2.708,0.307
899.997,11.000,2.709,0.054
900.062,2.000,2.710,0.212
900.127,-13.000,2.711,0.091
900.192,-10.000,2.712,0.171
900.258,15.000,2.713,0.301
900.323,-1.000,2.714,0.321
900.388,14.000,2.716,0.117
900.453,-4.000,2.717,0.369
900.518,-13.000,2.718,0.016
